Column1;Column2;Column3;Column4;Column5;Column6;;;;;
138;3583558323441721;428 Helena Parkway;$8.61;Carrots - Mini Red Organic;1706177248;;;;;
173;5610826742361438;528 Melvin Road;$2.58;Mushroom - Chantrelle Fresh;1706177248;;;;;
99;5038707501298007442;783 Grover Road;$6.56;Spinach - Packaged;1706177248;;;;;
145;4917153742273890;55087 Fairfield Junction;$5.16;Wine - Domaine Boyar Royal;1706177249;;;;;
16;3578366292479723;7 Gale Circle;$7.36;Tart Shells - Sweet, 4;1706177249;;;;;
171;3538790055491766;97 Morningstar Junction;$5.42;Rye Special Old;1706177249;;;;;
33;3553676800484497;01246 Little Fleur Lane;$9.45;Tray - 12in Rnd Blk;1706177249;;;;;
45;4017954697041;4 Merchant Place;$2.32;Pastry - Plain Baked Croissant;1706177249;;;;;
7;4017959245713;0 Esch Center;$3.33;Truffle Shells - Semi - Sweet;1706177249;;;;;
177;3558268229824589;1205 Del Sol Avenue;$4.05;Chocolate - Milk;1706177250;;;;;
195;5602223769594128729;6015 Cherokee Center;$0.58;Tea - Orange Pekoe;1706177250;;;;;
24;372301112387776;3740 Crownhardt Parkway;$1.80;Magnotta - Bel Paese White;1706177251;;;;;
4;3569324174001371;29 Maple Wood Parkway;$2.98;Shrimp - Tiger 21/25;1706177251;;;;;
72;3564256402779532;456 Donald Plaza;$7.34;Shrimp - Black Tiger 16/20;1706177251;;;;;
87;3579435112245462;710 Red Cloud Plaza;$2.48;Bacardi Limon;1706177252;;;;;
104;3558953586811663;520 Upham Terrace;$5.24;Pork - Back, Long Cut, Boneless;1706177253;;;;;
196;67592003851002987;90731 Jenna Court;$2.41;Turkey - Oven Roast Breast;1706177253;;;;;
59;3583532698749299;2717 Annamark Center;$7.28;Scallop - St. Jaques;1706177253;;;;;
72;493633491991070239;67 Reinke Circle;$6.84;Papayas;1706177253;;;;;
151;3550206674384418;53 Iowa Crossing;$9.94;Waffle Stix;1706177254;;;;;
118;5602223992466762;4357 Mandrake Alley;$7.06;Bag Clear 10 Lb;1706177255;;;;;
143;372301704248493;2 Lunder Drive;$4.29;Carbonated Water - Blackberry;1706177255;;;;;
173;201463738205530;1 4th Terrace;$4.14;Crab - Dungeness, Whole;1706177255;;;;;
38;3539716817048528;13547 Stoughton Way;$0.62;Madeira;1706177255;;;;;
50;3582933469924288;240 Acker Point;$4.67;Cucumber - English;1706177255;;;;;
114;3564954256082850;53536 Homewood Lane;$8.93;Sour Cream;1706177256;;;;;
146;30123994409773;8952 Fallview Crossing;$3.29;Chevril;1706177256;;;;;
173;6304491215473019;6621 Red Cloud Plaza;$4.61;Cherries - Fresh;1706177256;;;;;
33;5007663040086180;7691 Daystar Terrace;$2.32;Beans - Fava Fresh;1706177256;;;;;
78;30178003360185;82 Vermont Parkway;$0.79;Compound - Orange;1706177256;;;;;
117;3588979699741251;65 Browning Place;$5.82;Lamb - Whole Head Off,nz;1706177257;;;;;
164;3544074173755945;7207 Riverside Drive;$5.96;Turnip - White, Organic;1706177257;;;;;
196;201610963259331;5432 Wayridge Place;$4.77;Lid - 16 Oz And 32 Oz;1706177257;;;;;
24;5893245734707229722;0 Ridgeway Plaza;$9.59;Capers - Ox Eye Daisy;1706177257;;;;;
34;3568566595674761;594 Nobel Avenue;$1.89;Lettuce - Mini Greens, Whole;1706177257;;;;;
90;0604693455921589963;9017 Blaine Junction;$4.63;Liners - Banana Paper;1706177257;;;;;
94;3580231459653575;2460 Becker Road;$8.08;Cheese - Provolone;1706177257;;;;;
109;3574703548421311;1642 Sage Trail;$2.26;Muffin Batt - Blueberry Passion;1706177258;;;;;
7;3563047464672074;960 Hermina Junction;$0.90;Plate - Foam Bread And Butter;1706177258;;;;;
102;6304510185995725;330 Debra Court;$2.38;Apron;1706177259;;;;;
102;3534609111588056;8722 Pearson Street;$3.38;Cleaner - Comet;1706177259;;;;;
34;5038047395559073683;0888 Dexter Park;$6.44;Lime Cordial - Roses;1706177259;;;;;
195;5602211444198596;661 Quincy Hill;$7.38;Iced Tea - Lemon, 460 Ml;1706177260;;;;;
34;3576408217388514;5801 Grim Place;$9.12;Cinnamon Rolls;1706177260;;;;;
53;3577862978193688;0 Transport Pass;$5.99;Pork - Bones;1706177260;;;;;
75;201491738562808;17500 Schiller Court;$4.62;Eggroll;1706177260;;;;;
96;5048373118613094;8 Kropf Street;$5.27;Tarragon - Primerba Paste;1706177260;;;;;
106;676137526298871317;1 Barnett Circle;$0.04;Vinegar - Champagne;1706177261;;;;;
180;3572229075760493;85389 Utah Trail;$2.20;Oil - Olive;1706177261;;;;;
197;6333284291080414510;7794 Holy Cross Parkway;$5.94;Tea - Lemon Scented;1706177261;;;;;
25;6759658578408556;0581 Hollow Ridge Circle;$4.17;Soupfoamcont12oz 112con;1706177261;;;;;
25;5237333642797095;80 Luster Plaza;$0.48;Coke - Diet, 355 Ml;1706177261;;;;;
63;30014318762544;3714 Myrtle Terrace;$6.08;Potato - Sweet;1706177261;;;;;
72;3572318977746674;71 Orin Parkway;$2.69;Plastic Wrap;1706177261;;;;;
82;3537343757460928;68980 Havey Junction;$4.10;Chambord Royal;1706177261;;;;;
90;4905351164553513107;926 Cottonwood Center;$7.28;Molasses - Fancy;1706177261;;;;;
116;4905460722942508266;421 Nova Way;$4.47;Pasta - Agnolotti - Butternut;1706177262;;;;;
141;3559087736288651;63 Bultman Circle;$9.95;Chocolate - Mi - Amere Semi;1706177262;;;;;
187;5100142915386823;547 West Place;$4.82;Pastry - Banana Tea Loaf;1706177262;;;;;
148;3537320969072915;4803 Raven Trail;$3.57;Munchies Honey Sweet Trail Mix;1706177263;;;;;
188;3559764132267287;6476 Service Point;$3.78;Blue Curacao - Marie Brizard;1706177263;;;;;
26;3547146265866694;3 Blue Bill Park Center;$4.25;Beef - Rib Roast, Cap On;1706177263;;;;;
74;372301798830230;7011 Bartillon Drive;$9.76;Olives - Stuffed;1706177263;;;;;
85;337941017830240;17 North Circle;$2.95;C - Plus, Orange;1706177263;;;;;
52;201679566220289;1 Forest Run Court;$1.72;Lamb - Loin Chops;1706177264;;;;;
54;3530743543034738;2939 Thackeray Court;$10.00;Pork - Smoked Kassler;1706177264;;;;;
75;3555043611124697;277 Manufacturers Road;$3.57;Chips Potato Reg 43g;1706177264;;;;;
86;3554814987022363;4977 Kedzie Drive;$7.14;Beef Striploin Aaa;1706177264;;;;;
27;3588916329969894;51697 Caliangt Parkway;$1.22;Oil - Coconut;1706177265;;;;;
28;6333526969004981858;2 Sundown Hill;$3.80;Octopus - Baby, Cleaned;1706177265;;;;;
39;4508139613427041;9 Northwestern Lane;$8.44;Cheese - Cambozola;1706177265;;;;;
86;4936797594474373;6260 Rockefeller Court;$8.20;Strawberries - California;1706177265;;;;;
100;633411831531147451;61 Hanson Center;$9.88;Pastry - Chocolate Chip Muffin;1706177266;;;;;
142;3550380756242818;0 Mendota Pass;$6.26;Mahi Mahi;1706177266;;;;;
151;6333836192095176446;71081 Rigney Park;$8.12;Yogurt - Plain;1706177266;;;;;
175;3532989295736156;97 Dexter Avenue;$4.87;Wine - Vineland Estate Semi - Dry;1706177266;;;;;
190;4913731995536735;9 Shopko Lane;$8.00;Spice - Peppercorn Melange;1706177266;;;;;
4;5010128740605247;4179 Service Center;$8.60;Garlic;1706177266;;;;;
6;374288078419115;6 Riverside Court;$6.47;Cheese - Grie Des Champ;1706177266;;;;;
83;3570814791393927;63 Sunfield Parkway;$3.63;Nescafe - Frothy French Vanilla;1706177266;;;;;
118;3549830365084708;729 Elmside Place;$3.11;Coffee Beans - Chocolate;1706177267;;;;;
67;3544349125050441;6 Golf Plaza;$0.45;Rice - Brown;1706177267;;;;;
180;3535992196703819;576 School Center;$6.85;Pants Custom Dry Clean;1706177268;;;;;
49;337941343848411;33 Heffernan Alley;$6.44;Beer - Mill St Organic;1706177268;;;;;
75;3558384939767453;674 Brentwood Drive;$9.92;Lettuce - Iceberg;1706177268;;;;;
131;5610942958746210;214 Daystar Park;$0.07;Mackerel Whole Fresh;1706177269;;;;;
18;3534024769948307;509 Bluestem Pass;$7.63;Nantucket - 518ml;1706177269;;;;;
190;560223220914113368;25958 Nova Park;$0.59;Schnappes - Peach, Walkers;1706177269;;;;;
35;3536837423197047;33 Schlimgen Junction;$5.56;Wine - Sicilia Igt Nero Avola;1706177269;;;;;
95;30462972034264;34 Vernon Place;$9.68;Anchovy In Oil;1706177269;;;;;
142;3578119792274734;402 Mayfield Pass;$5.72;Calypso - Lemonade;1706177270;;;;;
93;3545896664767693;32 Farmco Way;$4.35;Bread Ww Cluster;1706177270;;;;;
97;6771508129446353;1 Nova Park;$6.90;Carrots - Mini Red Organic;1706177270;;;;;
59;589329693198217331;97154 Westerfield Trail;$2.64;Quail - Jumbo;1706177271;;;;;
71;3576840023502567;3 Bayside Avenue;$4.81;Salmon - Canned;1706177271;;;;;
98;201861487560312;221 Buhler Alley;$3.30;Cabbage - Savoy;1706177271;;;;;
115;372301071684544;99 Judy Pass;$9.29;Yogurt - Raspberry, 175 Gr;1706177272;;;;;
150;3555068363600230;329 Scott Pass;$4.25;Wine - Marlbourough Sauv Blanc;1706177272;;;;;
69;5893143687880927608;74 Shopko Hill;$6.34;Beets;1706177272;;;;;
77;3568216332544964;9159 5th Junction;$4.40;Cheese - Provolone;1706177272;;;;;
90;372301621492455;0 American Ash Drive;$4.02;Hagen Daza - Dk Choocolate;1706177272;;;;;
108;30144539236893;878 Quincy Junction;$3.19;Pop - Club Soda Can;1706177273;;;;;
66;5100137674571060;2 Dorton Hill;$1.54;Dc - Sakura Fu;1706177273;;;;;
188;30221897639965;2526 Kinsman Avenue;$6.08;Rice - Brown;1706177274;;;;;
54;4508534486785600;7 Killdeer Terrace;$8.63;Whmis - Spray Bottle Trigger;1706177274;;;;;
128;3580964556588100;7 Hermina Pass;$8.81;Bread - French Stick;1706177275;;;;;
134;5100179636708620;5 Golden Leaf Point;$0.55;Nut - Hazelnut, Whole;1706177275;;;;;
178;5602210490804818;27 Butternut Parkway;$3.28;Olives - Green, Pitted;1706177275;;;;;
97;3569250814371603;917 Ludington Park;$6.31;Sauce - Black Current Dry Mix;1706177275;;;;;
119;3567109321794263;15338 Ramsey Street;$0.55;Pizza Pizza Dough;1706177276;;;;;
53;3567362407688467;9307 Carioca Junction;$0.33;Cheese - Provolone;1706177276;;;;;
81;4905282489847584;829 Lindbergh Plaza;$7.09;Soup - Campbells Beef Stew;1706177276;;;;;
89;5303110634148365;1 Continental Circle;$1.63;Filling - Mince Meat;1706177276;;;;;
7;5602231015777271;2 Kropf Plaza;$8.64;Turkey Tenderloin Frozen;1706177277;;;;;
71;3539524561060651;16 Golf Parkway;$3.58;Pork Loin Bine - In Frenched;1706177277;;;;;
84;3530801124854880;830 Westridge Road;$5.71;Cauliflower;1706177277;;;;;
103;3573055917251410;34322 Susan Trail;$6.37;Quail - Eggs, Fresh;1706177278;;;;;
12;201847302700118;34170 Kim Drive;$2.95;Calaloo;1706177278;;;;;
122;56022198850927953;5451 Dayton Avenue;$2.54;Wine - Montecillo Rioja Crianza;1706177278;;;;;
37;50204335598774460;2145 Heffernan Junction;$5.01;Wine - Red, Black Opal Shiraz;1706177278;;;;;
75;5100172949199751;3 Stone Corner Way;$2.73;Schnappes - Peach, Walkers;1706177278;;;;;
115;340135286978054;80540 Meadow Valley Junction;$8.71;Quiche Assorted;1706177279;;;;;
69;5370246996597126;653 Mayer Circle;$1.13;Bread Country Roll;1706177279;;;;;
102;0604773691623012622;35 Monica Point;$1.23;Chicken - Thigh Bone In;1706177280;;;;;
103;3549438719501995;3206 Bonner Hill;$7.59;Wine - Prem Select Charddonany;1706177280;;;;;
15;4017955992576338;355 Dakota Avenue;$4.65;Tomatoes - Cherry;1706177280;;;;;
35;5048372357409131;5 Knutson Plaza;$6.65;Muffin - Mix - Mango Sour Cherry;1706177280;;;;;
75;5002352108820533;803 Packers Court;$8.49;Shiro Miso;1706177280;;;;;
169;4026742346371619;089 Dottie Parkway;$8.03;Soup Campbells Beef With Veg;1706177281;;;;;
61;3529821898509307;1 Loeprich Hill;$1.48;Tea - Camomele;1706177281;;;;;
74;3548827212982093;02 Grayhawk Way;$0.28;Coffee - Decaffeinato Coffee;1706177281;;;;;
86;4917271536977680;2378 Florence Court;$8.06;Beer - Creemore;1706177281;;;;;
108;201604174258414;1351 Comanche Parkway;$6.87;Chicken - Base, Ultimate;1706177282;;;;;
137;201576543293571;17 Hoard Way;$0.67;Beef - Top Butt Aaa;1706177282;;;;;
15;676717443145894070;31 Melrose Point;$0.39;Ecolab Digiclean Mild Fm;1706177282;;;;;
173;6304793424463453;0772 Dunning Pass;$8.75;Beer - Paulaner Hefeweisse;1706177282;;;;;
177;4903160589743410;2685 Red Cloud Street;$1.14;Carbonated Water - Orange;1706177282;;;;;
200;4508783151239720;74698 Hauk Avenue;$9.27;Lamb Tenderloin Nz Fr;1706177282;;;;;
1;3568960844131600;945 New Castle Circle;$0.08;Wasabi Powder;1706177283;;;;;
127;6333451314986300919;522 Golden Leaf Crossing;$4.66;Rum - Cream Amarula;1706177283;;;;;
83;30599010812241;80 Dorton Drive;$4.16;Lid Coffeecup 12oz D9542b;1706177283;;;;;
36;3579877600032490;0 Everett Junction;$8.54;Sparkling Wine - Rose Freixenet;1706177284;;;;;
58;3588529929425744;80860 Linden Alley;$5.00;Chips - Assorted;1706177284;;;;;
105;6709326603276314315;0 Sugar Hill;$8.27;Compound - Pear;1706177285;;;;;
125;3551226717618225;4 Russell Street;$4.20;Pizza Pizza Dough;1706177285;;;;;
190;67615566763105224;5 Schmedeman Street;$2.74;Coffee - Almond Amaretto;1706177285;;;;;
166;3544731045973374;3 Cordelia Way;$6.66;Veal - Leg, Provimi - 50 Lb Max;1706177286;;;;;
61;4903218215685452;423 Barnett Plaza;$3.38;Squash - Acorn;1706177286;;;;;
189;3588944112427201;9501 Clove Drive;$2.24;Capon - Breast, Wing On;1706177287;;;;;
62;3584137290291762;648 Schurz Alley;$1.52;Bread - French Baquette;1706177287;;;;;
81;379883753462656;374 Vernon Pass;$0.54;Oven Mitts - 15 Inch;1706177287;;;;;
96;3564118341703991;3168 Comanche Street;$3.20;Cake - Cake Sheet Macaroon;1706177287;;;;;
125;3528725141464478;93634 Badeau Park;$0.52;Beer - Blue;1706177288;;;;;
160;3572266330475277;3 Johnson Center;$3.16;Pepper - Chipotle, Canned;1706177288;;;;;
162;3564351138325963;8483 Daystar Parkway;$1.74;Napkin - Dinner, White;1706177288;;;;;
164;67717209409789435;8768 Coleman Plaza;$5.85;Sandwich Wrap;1706177288;;;;;
177;5602245272486095;21191 Bobwhite Avenue;$7.83;Tomatoes - Roma;1706177288;;;;;
48;4911416905622036103;12066 Morrow Park;$1.67;Beer - Muskoka Cream Ale;1706177288;;;;;
16;3550361535422798;1658 Macpherson Circle;$8.97;Veal - Insides, Grains;1706177289;;;;;
162;67099670619583579;6879 John Wall Road;$6.32;Oil - Shortening - All - Purpose;1706177289;;;;;
26;5602250322542772;3 Vahlen Hill;$8.00;Beer - Creemore;1706177289;;;;;
46;3585637481207062;6495 Division Way;$1.58;Soup - Campbells, Minestrone;1706177289;;;;;
67;3568618103793599;336 Barby Crossing;$5.41;Sauce Bbq Smokey;1706177289;;;;;
95;30524052895417;95 Grover Terrace;$3.54;Seedlings - Buckwheat, Organic;1706177289;;;;;
117;56022354829202420;3 John Wall Crossing;$4.75;Wine - Chablis 2003 Champs;1706177290;;;;;
117;56022396826844852;6 Jay Parkway;$9.23;Pork Loin Cutlets;1706177290;;;;;
22;490589801875251160;0 Gina Crossing;$1.84;Jello - Assorted;1706177290;;;;;
98;060405119232900160;63409 Delladonna Way;$8.80;Sugar - Icing;1706177290;;;;;
106;5893211563924626265;5 Weeping Birch Point;$0.47;Wine - Periguita Fonseca;1706177291;;;;;
143;3562309448262963;2007 Petterle Lane;$4.70;Bread Crumbs - Japanese Style;1706177291;;;;;
144;3568830772964001;8 Summer Ridge Plaza;$4.36;Venison - Ground;1706177291;;;;;
61;372863507915487;1714 Sugar Trail;$5.06;Nut - Pumpkin Seeds;1706177291;;;;;
81;3584612892027822;8959 Lake View Parkway;$8.55;Rice - Sushi;1706177291;;;;;
125;3563251965904628;2209 Kropf Pass;$1.68;Lettuce - Belgian Endive;1706177292;;;;;
55;3584567691855692;412 Dahle Hill;$8.40;Island Oasis - Wildberry;1706177292;;;;;
47;633479015006856254;1492 Esker Plaza;$7.86;Chocolate Bar - Oh Henry;1706177293;;;;;
62;4917992245953783;26 Anthes Avenue;$2.79;Marjoram - Fresh;1706177293;;;;;
95;201403627750212;641 Quincy Point;$7.33;Sterno - Chafing Dish Fuel;1706177293;;;;;
135;560223379506314345;59 Sachtjen Junction;$5.01;Chilli Paste, Ginger Garlic;1706177294;;;;;
146;3589377238934546;4 Loeprich Junction;$8.64;Syrup - Monin, Irish Cream;1706177294;;;;;
172;3532110283396248;5734 Sullivan Hill;$7.63;Ice - Clear, 300 Lb For Carving;1706177294;;;;;
39;30274803880009;3200 Sutherland Circle;$4.91;Instant Coffee;1706177294;;;;;
158;670959441945126297;23209 Spaight Crossing;$10.00;Tomato - Tricolor Cherry;1706177295;;;;;
21;3533205099936689;68 Golf Crossing;$6.05;Fennel - Seeds;1706177295;;;;;
46;30103353331198;5227 Meadow Valley Parkway;$1.08;Eel Fresh;1706177295;;;;;
162;3547958490079186;24506 Daystar Drive;$8.81;Sprouts - Corn;1706177296;;;;;
164;201739879156727;96566 Forest Run Avenue;$9.81;Rum - Dark Bacardi Black;1706177296;;;;;
60;5474809487640666;30224 Ridgeway Hill;$6.76;Napkin - Dinner, White;1706177296;;;;;
138;3529516008931033;196 Butterfield Way;$9.47;Wasabi Powder;1706177297;;;;;
35;4917560434410871;60275 Bluestem Lane;$4.31;Cake - Cheese Cake 9 Inch;1706177297;;;;;
99;560223959017316598;59 Stoughton Parkway;$2.17;Wine - Prosecco Valdobienne;1706177297;;;;;
16;3562314945636867;880 Anthes Road;$7.78;Glaze - Apricot;1706177298;;;;;
182;5422381360954195;3 Merry Pass;$2.02;Cake - French Pear Tart;1706177298;;;;;
103;374622405303735;14 Charing Cross Pass;$3.66;Lobster - Tail, 3 - 4 Oz;1706177299;;;;;
115;3537342689870691;491 Bonner Drive;$5.25;Pike - Frozen Fillet;1706177299;;;;;
14;3563490127455893;5 Green Terrace;$8.44;Rice - Aborio;1706177300;;;;;
140;5158290429317569;3343 Mesta Point;$7.91;Cheese - Stilton;1706177300;;;;;
163;3565980180032090;2 Bunker Hill Trail;$0.38;Pastry - Raisin Muffin - Mini;1706177300;;;;;
183;3546253007090392;02 Barby Way;$7.46;Olives - Kalamata;1706177300;;;;;
33;67615559084794578;18412 Laurel Park;$6.66;Ginger - Crystalized;1706177300;;;;;
47;3584679750179383;93863 Fulton Circle;$8.12;Amaretto;1706177300;;;;;
112;3562243981633589;593 Pine View Parkway;$5.91;Lamb - Racks Frenched;1706177301;;;;;
142;3568217232520765;94937 Elmside Street;$5.83;Caviar - Salmon;1706177302;;;;;
186;3549693252008275;67 Green Ridge Place;$8.80;Capon - Breast Wing On;1706177302;;;;;
36;5602244473846758277;1 Ilene Drive;$1.43;Soup - Knorr, French Onion;1706177302;;;;;
59;6379228573325609;54831 Heffernan Pass;$8.76;Wine - Coteaux Du Tricastin Ac;1706177302;;;;;
125;30053998991882;6657 Doe Crossing Place;$1.36;Lamb - Leg, Bone In;1706177303;;;;;
131;201517052905437;93 Doe Crossing Street;$9.87;Muskox - French Rack;1706177303;;;;;
140;5108758467331818;06 Lyons Avenue;$1.66;Table Cloth 53x69 White;1706177303;;;;;
170;3554894379628571;875 Bunting Point;$0.54;Turkey Tenderloin Frozen;1706177303;;;;;
18;06043533273728085;69 Marquette Parkway;$8.65;Chocolate Bar - Coffee Crisp;1706177303;;;;;
21;3587356983124620;54 Ramsey Plaza;$3.08;Cheese - Colby;1706177303;;;;;
36;5376481412402288;280 Sycamore Trail;$9.19;Truffle Cups - Brown;1706177303;;;;;
43;4913739904546729;11 Beilfuss Court;$10.00;Veal - Brisket, Provimi, Bone - In;1706177303;;;;;
125;3581612817558847;8791 Lien Alley;$7.06;Pomello;1706177304;;;;;
137;5108754101232553;6 Kenwood Parkway;$2.49;Juice - Orange;1706177304;;;;;
189;3557573927613320;0709 Northwestern Center;$7.27;Venison - Denver Leg Boneless;1706177304;;;;;
192;5602238747485586;009 Gerald Parkway;$1.60;Almonds Ground Blanched;1706177304;;;;;
52;30337470105875;40 Burrows Hill;$2.86;Bread Cranberry Foccacia;1706177304;;;;;
118;5100144784856837;4 Bellgrove Plaza;$4.90;Chips - Miss Vickies;1706177305;;;;;
134;6759733892937133;1393 Sherman Lane;$4.88;Longos - Chicken Curried;1706177305;;;;;
184;3579277743332479;958 Vidon Crossing;$2.67;V8 Splash Strawberry Kiwi;1706177306;;;;;
29;201403898626141;83 Oriole Parkway;$6.36;Petit Baguette;1706177306;;;;;
38;6304543302168371;39069 Westerfield Drive;$7.14;Port - 74 Brights;1706177307;;;;;
91;3548469423328848;163 Vermont Street;$2.85;Galliano;1706177307;;;;;
92;3561657355905854;8094 Evergreen Avenue;$9.08;Pasta - Rotini, Dry;1706177307;;;;;
103;372301613317371;3362 Graedel Point;$8.99;Melon - Cantaloupe;1706177308;;;;;
175;3571772629732188;9 Kinsman Parkway;$0.88;Bread - Italian Roll With Herbs;1706177308;;;;;
18;3536935979119561;25173 Portage Circle;$9.40;Bag Stand;1706177308;;;;;
6;3553675540558693;0331 Farmco Point;$7.65;Kellogs All Bran Bars;1706177308;;;;;
60;3563920501054847;45191 Sycamore Circle;$4.97;Veal - Brisket Provimibnls;1706177309;;;;;
62;3536073406061527;700 Green Ridge Center;$1.80;Chocolate - Milk;1706177309;;;;;
8;5602237420323213;0315 Kim Court;$5.34;Iced Tea Concentrate;1706177309;;;;;
101;3572334100214738;433 Dawn Court;$6.26;Glass - Juice Clear 5oz 55005;1706177310;;;;;
56;201920800329142;5100 Rusk Hill;$2.23;Cookie Double Choco;1706177310;;;;;
61;3544576492789108;9806 Dahle Crossing;$8.76;Tart - Lemon;1706177311;;;;;
66;50205439592192833;37784 Anzinger Circle;$3.17;Buffalo - Short Rib Fresh;1706177311;;;;;
119;3561828205711905;11025 Dottie Drive;$7.92;Soup - Campbells Mac N Cheese;1706177312;;;;;
134;5602242833224172;173 Helena Park;$3.32;Butter Sweet;1706177312;;;;;
153;3535349801188268;285 Namekagon Terrace;$4.71;Soup - Campbells Bean Medley;1706177312;;;;;
153;3573246888481330;06486 Anzinger Park;$2.93;Lemonade - Island Tea, 591 Ml;1706177312;;;;;
53;3588893734001201;6 Elka Pass;$8.13;Soup - Campbells Mushroom;1706177312;;;;;
57;5602244001725584;3155 Westend Drive;$5.60;Muffin Orange Individual;1706177312;;;;;
123;372301037891811;6 Mcbride Lane;$0.70;Ecolab - Balanced Fusion;1706177313;;;;;
159;3568386795779272;6 Warrior Park;$1.07;Cheese - Goat;1706177313;;;;;
68;3543289393291809;87 Summerview Way;$1.50;Wine - Magnotta - Red, Baco;1706177313;;;;;
54;5100143409042591;09319 Clarendon Hill;$6.27;Nantucket - Pomegranate Pear;1706177314;;;;;
135;56022253057630189;81 Gale Crossing;$3.39;Salmon - Canned;1706177315;;;;;
45;3584621028357656;179 Kedzie Plaza;$1.59;Appetizer - Lobster Phyllo Roll;1706177315;;;;;
